Id_aforament,Desc_aforament,Codi_tipus_aforament,Desc_tipus_aforament,Num_carrils,Codi_districte,Codi_Barri,Codi_tipus_equip_mesura,Desc_tipus_equip_mesura,Longitud,Latitud,X_ETRS89,Y_ETRS89
3003,GRAN VIA - VILAMARÍ  (sentit Besòs),1,Trànsit,5,2,9,1,Espira,2.15225172788928,41.3773556078136,429110.92,4580995.165
3004,GRAN VIA - ROCAFORT  (sentit Besòs),1,Trànsit,5,2,9,1,Espira,2.15453692917648,41.3790627934243,429303.86,4581182.827
3006,GRAN VIA - VILADOMAT  (sentit Besòs),1,Trànsit,5,2,9,1,Espira,2.15681723918066,41.3807773965116,429496.39,4581371.323
3007,GRAN VIA - FARELL (Sortida),1,Trànsit,3,3,15,1,Espira,2.14429511912127,41.3714598785271,428439.117,4580347.17
3008,GRAN VIA - MOIANÈS (Sortida),1,Trànsit,3,3,15,1,Espira,2.14132174763906,41.3691598112449,428187.928,4580094.279
3010,ENTENÇA - SEPÚLVEDA  (sentit muntanya),1,Trànsit,3,2,10,1,Espira,2.15377313964144,41.3772231725479,429237.999,4580979.219
3011,GRAN VIA - TRAJÀ (Entrada),1,Trànsit,3,3,16,1,Espira,2.14166976251838,41.3692427641998,428217.125,4580103.2
3012,SEPÚLVEDA - COMTE BORRELL  (sentit Llobregat),1,Trànsit,3,2,10,1,Espira,2.15830635936938,41.3800228406693,429620.092,4581286.342
3013,VILLARROEL - GRAN VIA  (sentit mar),1,Trànsit,2,2,8,1,Espira,2.16051119824691,41.3823690318997,429806.978,4581545.025
3014,SEPÚLVEDA - CASANOVA  (sentit Llobregat),1,Trànsit,3,2,10,1,Espira,2.16147246025133,41.3824189800132,429887.408,4581549.792
3015,CASANOVA - SEPÚLVEDA  (sentit muntanya),1,Trànsit,2,2,10,1,Espira,2.16165673159081,41.3832214330662,429903.677,4581638.729
3017,GRAN VIA - QUÍMICA (Sortida),1,Trànsit,2,3,13,2,Infraroig,2.1377325012082,41.3664811613027,427884.795,4579799.88
3018,COMTE URGELL- FLORIDABLANCA,1,Trànsit,3,2,10,1,Espira,2.16047984134544,41.3807267821097,429802.59,4581362.73
3020,AV. PARAL·LEL - LLEIDA (Baixada),1,Trànsit,3,2,10,1,Espira,2.15475489159659,41.3749336247802,429317.616,4580724.236
3021,CREU COBERTA - BÉJAR (Baixada),1,Trànsit,2,3,15,1,Espira,2.14676982982649,41.3751288229608,428650.084,4580752.449
3022,CREU COBERTA - PL. ESPANYA (Pujada),1,Trànsit,2,3,11,1,Espira,2.1467520255421,41.3752006812414,428648.673,4580760.442
3024,ROCAFORT - TAMARIT (mar),1,Trànsit,2,2,10,1,Espira,2.15788193499247,41.3757853800346,429580.031,4580816.251
3026,AV. PARAL·LEL - ENTENÇA (Mar),1,Trànsit,3,3,11,3,Visió Artificial,2.156378628652,41.3749387606281,429453.405,4580723.484
3027,AV. PARAL·LEL - COMTE BORRELL (Muntanya),1,Trànsit,3,3,11,3,Visió Artificial,2.16545762827654,41.375002586274,430212.698,4580723.22
3028,AV. PARAL·LEL -  JAUME FABRA (Pujada),1,Trànsit,3,3,11,1,Espira,2.16029419260348,41.375029348858,429780.939,4580730.361
3029,RONDA DE SANT PAU - MARQUES DE CAMPO SAGRADO  (sentit muntanya),1,Trànsit,3,2,10,1,Espira,2.1651407805836,41.3771536877082,430188.503,4580962.287
3030,VILADOMAT - PARLAMENT  (sentit mar),1,Trànsit,3,2,10,1,Espira,2.16244637583804,41.3757914645701,429961.731,4580813.228
3031,FLORIDABLANCA - ROCAFORT  (sentit Besòs),1,Trànsit,3,2,10,1,Espira,2.15697555342451,41.3773211414533,429505.895,4580987.486
3032,COMTE BORRELL- MARQUÈS DE CAMPO SAGRADO  (sentit mar),1,Trànsit,1,2,10,1,Espira,2.16475845609665,41.3757177171978,430154.996,4580803.176
3033,SEPULVEDA - ENTENÇA  (sentit Llobregat),1,Trànsit,3,2,10,1,Espira,2.15355004884416,41.3764072022776,429218.459,4580888.813
3034,AV. PARAL·LEL - RONDA SANT PAU (Baixada),1,Trànsit,3,3,11,1,Espira,2.16831302975081,41.3748330708772,430451.298,4580702.105
3036,AV. PARAL·LEL - ABAT SAFONT (Pujada),1,Trànsit,3,3,11,1,Espira,2.16948927505589,41.3749768556568,430549.814,4580717.125
4001,URGELL - BUENOS AIRES  (sentit mar),1,Trànsit,3,2,8,1,Espira,2.14641817842831,41.3912813283886,428638.34,4582545.966
4002,MUNTANER - CONSELL DE CENT  (sentit mar),1,Trànsit,4,2,8,1,Espira,2.15999405057183,41.3861943064478,429767.854,4581970.12
4003,ARIBAU - CÒRSEGA  (sentit muntanya),1,Trànsit,4,2,8,1,Espira,2.15359903533125,41.3927377009934,429240.263,4582701.761
4005,AV. DIAGONAL - RAMBLA CATALUNYA (Pujada),1,Trànsit,3,2,7,1,Espira,2.15651996801086,41.3958138514847,429487.782,4583040.889
4006,PARÍS - VILLARROEL,1,Trànsit,3,2,8,1,Espira,2.14982266490774,41.3910511523403,428922.716,4582517.613
4007,AV. DIAGONAL - RAMBLA CATALUNYA (Baixada),1,Trànsit,3,2,7,1,Espira,2.15750682596104,41.3959672761549,429570.447,4583057.12
4008,MALLORCA - CASANOVA  (sentit Llobregat),1,Trànsit,4,2,8,1,Espira,2.15472723259061,41.3879004980236,429329.343,4582163.821
4009,PG. SANT JOAN - CASP (Baixada),1,Trànsit,2,2,5,1,Espira,2.17714968432596,41.3936149393821,431210.057,4582780.185
4010,PG. SANT JOAN - VALÈNCIA (Baixada),1,Trànsit,3,2,7,1,Espira,2.17128708260538,41.3980800150532,430724.683,4583280.563
4011,CASANOVA - PARÍS  (sentit muntanya),1,Trànsit,3,2,8,1,Espira,2.15007571947828,41.3919934955964,428944.898,4582622.024
4012,LONDRES - CASANOVA,1,Trànsit,1,2,8,1,Espira,2.1490220490932,41.3921410662462,428856.969,4582639.272
4013,SARDENYA - CONSELL DE CENT  (sentit mar),1,Trànsit,2,2,5,1,Espira,2.17812842998448,41.3997627169729,431298.355,4583461.927
4014,AV. DIAGONAL - MUNTANER (Baixada),1,Trànsit,2,2,8,1,Espira,2.15026113948453,41.3941742332562,428962.774,4582863.974
4015,MUNTANER - ROSSELLÓ  (sentit mar),1,Trànsit,4,2,8,1,Espira,2.1544218274295,41.3903713401314,429306.486,4582438.379
4017,AV. DIAGONAL - TUSET (Pujada),1,Trànsit,3,2,8,1,Espira,2.15267479025878,41.3948599364483,429165.299,4582938.124
4018,AV. MERIDIANA - LEPANT (Baixada),1,Trànsit,2,10,66,1,Espira,2.18674524208719,41.396298174752,432015.044,4583070.5
4019,MARINA - DIPUTACIÓ (pujada),1,Trànsit,5,2,5,1,Espira,2.17953138379849,41.4004509378448,431416.355,4583537.22
4020,MARINA - GRAN VIA (Baixada),1,Trànsit,2,2,5,1,Espira,2.1817417074382,41.3986563805349,431599.237,4583336.243
4021,COMTE URGELL- DIPUTACIÓ  (sentit muntanya),1,Trànsit,4,2,8,1,Espira,2.15691662946976,41.3833604302786,429507.49,4581658.006
4022,PG. SANT JOAN - PROVENÇA (Pujada),1,Trànsit,1,2,7,1,Espira,2.16832144526965,41.4004685521516,430479.317,4583548.111
4023,GRAN VIA - VILLARROEL (sentit Besòs),1,Trànsit,5,2,8,1,Espira,2.16016961309645,41.3833263269611,429779.447,4581651.579
4026,PG. SANT JOAN - DIPUTACIÓ (Pujada),1,Trànsit,2,2,7,1,Espira,2.17373623397117,41.396386975798,430927.626,4583090.649
4027,MUNTANER - MALLORCA  (sentit mar),1,Trànsit,4,2,8,1,Espira,2.15649696883514,41.38881165047,429478.292,4582263.534
4028,VALÈNCIA - CASANOVA,1,Trànsit,3,2,8,1,Espira,2.1569036942764,41.3878538166451,429511.262,4582156.866
4029,ARAGÓ - MUNTANER (sentit Llobregat),1,Trànsit,5,2,8,1,Espira,2.15817038508185,41.3870958130359,429616.35,4582071.683
4030,AV. DIAGONAL - LLACUNA (Baixada),1,Trànsit,3,10,71,1,Espira,2.19457865442584,41.4050943577355,432678.972,4584040.923
4031,ROGER DE LLÚRIA - DIPUTACIÓ (sentit muntanya),1,Trànsit,3,2,7,1,Espira,2.16932663816795,41.3927596717768,430555.137,4582691.475
4032,VALÈNCIA - SARDENYA  (sentit Besòs),1,Trànsit,3,2,6,1,Espira,2.17592696473159,41.4021296117717,431116.828,4583726.444
4033,ARIBAU - DIPUTACIÓ  (sentit muntanya),1,Trànsit,4,2,8,1,Espira,2.1611155956212,41.3870630464236,429862.56,4582065.658
4034,PL. UNIVERSITAT - PELAI (Llobregat),1,Trànsit,3,2,10,1,Espira,2.16425324979824,41.3856458791412,430123.378,4581905.791
4035,GRAN VIA - PL. UNIVERSITAT  (sentit Besòs),1,Trànsit,5,2,8,1,Espira,2.16441727131043,41.3865364803669,430138.045,4582004.532
4036,BALMES - LA GRANADA (baixada),1,Trànsit,4,5,26,1,Espira,2.15303677508137,41.396634928461,429197.487,4583134.885
4037,GRAN VIA - LEPANT (Besòs),1,Trànsit,3,2,5,1,Espira,2.18315468669706,41.400525643884,431719.31,4583542.651
4038,SARDENYA - CASP  (sentit mar),1,Trànsit,2,2,5,1,Espira,2.18173768883239,41.3970756592755,431597.244,4583160.757
4039,ROSSELLÓ - BALMES (sentit Besòs),1,Trànsit,3,2,7,1,Espira,2.15782762359234,41.3936544186481,429594.769,4582800.089
4040,BALMES - ROSSELLÓ (baixada),1,Trànsit,4,2,7,1,Espira,2.15768899888382,41.3930505058183,429582.528,4582733.156
4041,PROVENÇA - BALMES  (sentit Llobregat),1,Trànsit,2,2,7,1,Espira,2.15808497115376,41.3921622573913,429614.673,4582634.222
4042,ROSSELLÓ - AV. DIAGONAL (sentit Besòs),1,Trànsit,3,2,7,1,Espira,2.16370570249842,41.3980821322155,430090.922,4583286.888
4043,CÒRSEGA - BRUC  (sentit Llobregat),1,Trànsit,4,6,31,1,Espira,2.16253914686886,41.3989458639609,429994.332,4583383.72
4044,PAU CLARIS - PROVENÇA  (sentit mar),1,Trànsit,3,2,7,1,Espira,2.16347178849809,41.3954885003117,430068.588,4582999.135
4045,PASSEIG DE GRÀCIA - ROSSELLÓ (Baixada),1,Trànsit,2,2,7,1,Espira,2.16121790070137,41.3951049670639,429879.756,4582958.378
4046,ROGER DE LLÚRIA - MALLORCA,1,Trànsit,3,2,7,1,Espira,2.16449119773735,41.3964376684823,430154.825,4583103.688
4047,VALÈNCIA - GIRONA,1,Trànsit,3,2,7,1,Espira,2.16905147086661,41.397001041925,430536.649,4583162.567
4049,MALLORCA - BRUC,1,Trànsit,4,2,7,1,Espira,2.16605647059014,41.3964310585901,430285.67,4583101.694
4050,PASSEIG DE GRÀCIA - PROVENÇA (Pujada),1,Trànsit,4,2,7,1,Espira,2.16128392270725,41.3951762991631,429885.352,4582966.243
4051,BALMES - DIPUTACIÓ (baixada),1,Trànsit,5,2,7,1,Espira,2.16449737832213,41.3879047272823,430146.207,4582156.368
4052,DIPUTACIÓ - BALMES,1,Trànsit,2,2,7,1,Espira,2.16371476116981,41.3878586296077,430080.725,4582151.882
4053,ARAGÓ - RAMBLA DE CATALUNYA (sentit Llobregat),1,Trànsit,5,2,7,1,Espira,2.16298401194208,41.3907020230178,430022.678,4582468.141
4054,LEPANT - DIPUTACIÓ  (sentit mar),1,Trànsit,4,2,5,1,Espira,2.18152930913028,41.4007236955616,431583.65,4583565.922
4055,PADILLA - GRAN VIA  (sentit muntanya),1,Trànsit,2,2,5,1,Espira,2.18306888271222,41.4012229046827,431712.868,4583620.128
4056,CONSELL DE CENT - CASTILLEJOS,1,Trànsit,2,2,6,1,Espira,2.1830778515996,41.4040640465821,431716.592,4583935.542
4057,ARAGÓ - INDEPENDÈNCIA (sentit Llobregat),1,Trànsit,4,10,64,1,Espira,2.18431180885805,41.4067177814795,431822.509,4584229.183
4058,PASSEIG DE GRÀCIA - DIPUTACIÓ (Pujada),1,Trànsit,4,2,7,1,Espira,2.1667568616092,41.3907453585242,430338.15,4582469.912
4059,PAU CLARIS - VALÈNCIA  (sentit mar),1,Trànsit,3,2,7,1,Espira,2.16561839478567,41.3938500206669,430246.289,4582815.503
4060,PG. SANT JOAN - AUSIÀS MARC (Pujada),1,Trànsit,2,2,5,1,Espira,2.17765894487054,41.3933623241091,431252.365,4582751.736
4061,PAU CLARIS - CONSELL DE CENT  (sentit mar),1,Trànsit,3,2,7,1,Espira,2.16782623743917,41.392200590956,430429.105,4582630.61
4062,GRAN VIA - PAU CLARIS (sentit Besós),1,Trànsit,5,2,7,1,Espira,2.17015825066685,41.390863780895,430622.646,4582480.33
4063,VALÈNCIA - PAU CLARIS,1,Trànsit,3,2,7,1,Espira,2.1656298097779,41.394411551482,430247.843,4582877.834
4064,DIPUTACIÓ - BRUC,1,Trànsit,2,2,7,1,Espira,2.17019539209557,41.3927688423449,430627.776,4582691.797
4065,ROGER DE LLÚRIA - CASP  (sentit muntanya),1,Trànsit,3,2,7,1,Espira,2.17191220851891,41.3908288785469,430769.246,4582475.052
4068,GRAN VIA - GIRONA,1,Trànsit,5,2,7,1,Espira,2.17356197276934,41.39342660503,430909.924,4582762.132
4069,MALLORCA - BALMES  (sentit Llobregat),1,Trànsit,4,2,7,1,Espira,2.15928875441747,41.3913375903375,429714.424,4582541.691
4070,PELAI - RONDA UNIVERSITAT  (sentit Besòs),1,Trànsit,2,2,10,1,Espira,2.16682285923792,41.3857203495775,430338.304,4581911.99
4071,AV. ROMA - VILLARROEL  (sentit Llobregat),1,Trànsit,3,2,8,1,Espira,2.15551161492165,41.3857379536589,429392.584,4581923.098
4072,CASANOVA - CONSELL DE CENT  (sentit muntanya),1,Trànsit,3,2,8,1,Espira,2.1580927938814,41.3859229631157,429608.597,4581941.538
4073,VALÈNCIA - RAMBLA DE CATALUNYA,1,Trànsit,3,2,7,1,Espira,2.16273962226169,41.3922436021376,430003.9,4582639.482
4076,ARAGÓ - PADILLA (sentit Llobregat),1,Trànsit,4,2,6,1,Espira,2.17932605908427,41.4029586518706,431401.829,4583815.786
4077,ARAGÓ - NÀPOLS (sentit Llobregat),1,Trànsit,5,2,5,1,Espira,2.17395160686523,41.3989680268534,430948.363,4583377.022
4079,ARAGÓ - BAILÈN (sentit Llobregat),1,Trànsit,5,2,7,1,Espira,2.17055853655275,41.3964247174287,430662.021,4583097.377
4080,BAILÈN - DIPUTACIÓ  (sentit mar),1,Trànsit,2,2,7,1,Espira,2.17390413431999,41.394451912494,430939.614,4582875.686
4081,ROSSELLÓ - PG. DE GRÀCIA (sentit Besòs),1,Trànsit,3,2,7,1,Espira,2.16105455665482,41.3961020872117,429867.172,4583069.209
4082,GRAN VIA - NÀPOLS (sentit Besós),1,Trànsit,5,2,5,1,Espira,2.17815149968645,41.3968351807915,431297.2,4583136.897
4083,MARINA - CASP (Pujada),1,Trànsit,4,2,5,1,Espira,2.18183500793533,41.398739728411,431607.124,4583345.423
4084,NÀPOLS - DIPUTACIÓ  (sentit mar),1,Trànsit,1,2,5,1,Espira,2.17693989634649,41.397254200157,431196.357,4583184.377
4085,VALÈNCIA - DOS DE MAIG  (sentit Besòs),1,Trànsit,3,10,64,1,Espira,2.18255362625234,41.4071224828227,431675.978,4584275.498
4086,JARDINS SALVADOR ESPRIU -DIAGONAL  (sentit Llobregat),1,Trànsit,2,2,7,1,Espira,2.15920458873656,41.3970883113916,429672.906,4583098.975
4087,MUNTANER - LONDRES  (sentit mar),1,Trànsit,4,2,8,1,Espira,2.15089365575303,41.3930509929197,429014.43,4582738.755
4088,PARÍS - ARIBAU  (sentit Besòs),1,Trànsit,2,2,8,1,Espira,2.1532501090812,41.3936224740716,429212.052,4582800.272
4089,BÀLMES - PARÍS (baixada),1,Trànsit,4,2,8,1,Espira,2.1554440540201,41.3947839585255,429396.724,4582927.429
4090,ARIBAU - ARAGÓ  (sentit muntanya),1,Trànsit,4,2,8,1,Espira,2.15924172322705,41.3884915607715,429707.426,4582225.767
4091,PAU CLARIS - CASP (sentit mar),1,Trànsit,3,2,7,1,Espira,2.17155203437734,41.3893950147936,430737.612,4582316.154
4092,ARIBAU - MALLORCA  (sentit muntanya),1,Trànsit,4,2,8,1,Espira,2.15699493900883,41.3901462977523,429521.367,4582411.299
4093,ARIBAU - DIAGONAL  (sentit muntanya),1,Trànsit,4,2,8,1,Espira,2.15072212519473,41.394889827339,429002.091,4582943.041
4094,VILLARROEL - PARÍS  (sentit mar),1,Trànsit,3,2,8,1,Espira,2.14902608916375,41.3910706879931,428856.14,4582520.436
4095,VILLARROEL - ARAGÓ  (sentit mar),1,Trànsit,3,2,8,1,Espira,2.1569179201233,41.3850904392878,429509.467,4581850.068
4096,ROSSELLÓ - ARIBAU (sentit Besòs),1,Trànsit,2,2,8,1,Espira,2.15547146519011,41.391862456137,429395.854,4582603.065
4097,PG. GRÀCIA - CASP (Pujada),1,Trànsit,4,2,7,1,Espira,2.16915384037869,41.3887585646416,430536.432,4582247.416
4098,PG. GRÀCIA - ARAGÓ (Baixada),1,Trànsit,2,2,7,1,Espira,2.16520071322411,41.3917338254457,430209.107,4582580.903
4099,BALMES - MALLORCA (baixada),1,Trànsit,4,2,7,3,Visió Artificial,2.15934927414176,41.3917902636396,429719.971,4582591.897
4100,VILADOMAT - ROSSELLÓ (sentit mar),1,Trànsit,3,2,9,1,Espira,2.148490105,41.38623099,428905.74,4582188.18
4102,ROGER DE FLOR - AUSIÀS MARC (sentit muntanya),1,Trànsit,2,2,5,3,Visió Artificial,2.178718473,41.39424292,431447.96,4583046.95
4103,ROGER DE FLOR - MALLORCA (sentit muntanya),1,Trànsit,2,2,7,1,Espira,2.17055082321167,41.4004330484368,430770.92,4583735.46
4104,ARAGÓ - COMTE D'URGELL (sentit Llobregat),1,Trànsit,3,2,7,3,Visió Artificial,2.154269038,41.38422424,429380.19,4581948.63
4106,VILAMARI - CONSELL DE CENT (sentit muntanya),1,Trànsit,2,2,9,1,Espira,2.14950352907181,41.3787849800429,428985.39,4581359.2
4107,INDEPENDENCIA - CONSELL DE CENT (sentit muntanya),1,Trànsit,3,9,63,1,Espira,2.185349486,41.4062980115002,432002.39,4584382.82
4108,ALI BEI - SICILIA (sentit Llobregat),1,Trànsit,2,2,5,3,Visió Artificial,2.18183931724049,41.3942980429187,431768.58,4583124.73
4109,ARAGÓ - MARINA (sentit Llobregat),1,Trànsit,6,2,7,1,Espira,2.17747765111273,41.4017230342086,431246.021,4583680.074
4110,AV. DIAGONAL - SICILIA (sentit Llobregat),1,Trànsit,2,2,7,1,Espira,2.17388168169961,41.4003430692453,430943.973,4583529.733
4111,DIAGONAL - NÀPOLS (sentit Besòs),1,Trànsit,2,2,7,1,Espira,2.1737202246071,41.4000563952108,430930.173,4583498.035
5001,PG. COLOM - SIMÓ OLLER (Besòs),1,Trànsit,3,1,2,1,Espira,2.18103833666584,41.3796065580548,431520.452,4581221.917
5003,PAS SOTA MURALLA - LLAUDER (Besòs),1,Trànsit,3,1,4,1,Espira,2.18403932544855,41.3810405336813,431772.888,4581378.747
5004,PAS SOTA MURALLA - LLAUDER (Llobregat),1,Trànsit,2,1,4,1,Espira,2.18397743124051,41.3810969944889,431767.772,4581385.064
5005,PLA DE PALAU - PG. ISABEL II (Sentit Barceloneta),1,Trànsit,3,1,4,1,Espira,2.18378480321083,41.3822897274376,431752.912,4581517.632
5006,PG. JOAN DE BORBÓ - MAQUINISTA (Sentit Pla de Palau),1,Trànsit,2,3,3,1,Espira,2.18709640644174,41.3806760096672,432028.131,4581335.877
5007,PL. PAU VILA - DOCTOR AIGUADER (Sentit Pla de Palau),1,Trànsit,3,3,3,1,Espira,2.18530039455833,41.3823228889574,431879.672,4581520.121
5008,DOCTOR AIGUADER - PIZARRO (Llobregat),1,Trànsit,3,3,3,1,Espira,2.18738889851896,41.3829434202415,432054.948,4581587.371
5010,PG. COLOM - PL. D’IDRISSA DAILO (Llobregat),1,Trànsit,3,1,2,1,Espira,2.18137804232241,41.3805492721174,431607.948,4581406.513
5011,RONDA UNIVERSITAT - PL. CATALUNYA  (sentit Llobregat),1,Trànsit,4,2,7,1,Espira,2.16788359152789,41.387125414742,430428.49,4582067.125
5012,FONTANELLA - PL. CATALUNYA,1,Trànsit,2,2,7,1,Espira,2.17174353946815,41.3872745114631,430751.373,4582080.586
5013,RONDA SANT PERE - GIRONA  (sentit Llobregat),1,Trànsit,3,2,7,1,Espira,2.17644635091381,41.3902823026524,431147.741,4582410.759
5014,PELAI - BALMES,1,Trànsit,3,1,1,1,Espira,2.16922932842103,41.3855471554975,430539.325,4581890.831
5015,AV. MARQUÉS DE L'ARGENTERA - COMERÇ (Llobregat),1,Trànsit,4,1,4,1,Espira,2.18466469757436,41.3841889492404,431828.468,4581727.787
5016,AV. MARQUÉS DE L'ARGENTERA - COMERÇ (Besós),1,Trànsit,4,1,4,1,Espira,2.18515306818641,41.3846574778002,431869.791,4581779.419
5017,PG. LLUÍS COMPANYS - ALMOGÀVERS (Pujada),1,Trànsit,3,1,4,1,Espira,2.18142013340698,41.3910021306038,431564.327,4582486.733
5018,PG. LLUÍS COMPANYS - REC COMTAL (Baixada),1,Trànsit,3,1,4,1,Espira,2.18177593556833,41.3896230949241,431592.628,4582333.353
5019,TRAFALGAR - MENDEZ NÚÑEZ  (sentit Besòs),1,Trànsit,2,1,4,1,Espira,2.17786829912579,41.3902876037345,431266.628,4582410.219
5020,ALMOGÀVERS - ROGER DE FLOR  (sentit Llobregat),1,Trànsit,3,1,4,2,Infraroig,2.18214874228289,41.3912139162087,431625.464,4582509.671
5024,PG. JOSEP CARNER - PL. DRASSANES (Besós),1,Trànsit,4,1,1,1,Espira,2.1773088671806,41.3750686445374,431203.818,4580721.079
5025,PG. JOSEP CARNER - PORTAL DE LA PAU (Llobregat),1,Trànsit,3,1,1,1,Espira,2.17712293367133,41.3751024071444,431188.305,4580724.975
5026,PG. PUJADES - ROGER DE FLOR (Besós),1,Trànsit,4,1,4,3,Visió Artificial,2.18510436978086,41.3901035183585,431871.405,4582384.068
5027,PG. PUJADES - WELLINGTON (Llobregat),1,Trànsit,1,10,66,1,Espira,2.18501329421997,41.3901733502094,431864.676,4582389.095
5028,PG. JOSEP CARNER - VILÀ I VILÀ (Besòs),1,Trànsit,3,3,11,1,Espira,2.17553231553291,41.3729552170708,431053.024,4580487.862
5029,PG. JOSEP CARNER - PL. DRASSANES (Llobregat),1,Trànsit,3,1,1,1,Espira,2.17535164123023,41.3729417540004,431037.9,4580486.51
5031,VIA LAIETANA - DR. JOAQUIM POU (baixada),1,Trànsit,2,1,2,1,Espira,2.17572829566124,41.3862189614993,431083.418,4581960.224
5032,VIA LAIETANA - PL. ANTONI MAURA (pujada),1,Trànsit,1,1,2,1,Espira,2.17577944628798,41.3862530741907,431087.73,4581963.971
5033,VIA LAIETANA - RAMON MAS (pujada),1,Trànsit,1,1,2,1,Espira,2.17408730045201,41.3875440238147,430947.616,4582108.637
5034,VIA LAIETANA - FONTANELLA (baixada),1,Trànsit,2,1,2,1,Espira,2.17403902069268,41.3874957276319,430943.529,4582103.314
6004,ROSSELLÓ - NÀPOLS (sentit Besòs),1,Trànsit,3,6,32,1,Espira,2.17019732723134,41.4029424426241,430638.756,4583821.255
6005,CÒRSEGA - NÀPOLS  (sentit Llobregat),1,Trànsit,2,6,32,1,Espira,2.16818331001933,41.4031772143077,430470.658,4583848.933
6006,SANT ANTONI MARIA CLARET - INDEPENDÈNCIA  (sentit Llobregat),1,Trànsit,3,10,64,1,Espira,2.17627370057039,41.4126333101318,431156.901,4584892.277
6007,INDÚSTRIA - NÀPOLS  (sentit Besòs),1,Trànsit,3,6,32,1,Espira,2.16788571857009,41.404637037895,430447.339,4584011.241
6008,SANT ANTONI MARIA CLARET - SICÍLIA  (sentit Llobregat),1,Trànsit,3,6,32,1,Espira,2.16718733665132,41.4058213534936,430390.228,4584143.283
6010,TÚNEL DE LA ROVIRA - BOCA SUD (Sentit Guinardó),1,Trànsit,2,7,34,1,Espira,2.16673197958124,41.413320003565,430360.176,4584976.14
6011,LEPANT - LLORENS I BARBA  (sentit mar),1,Trànsit,3,7,33,1,Espira,2.16879034684606,41.4104641697786,430529.162,4584657.436
6012,PADILLA - ROSALIA DE CASTRO  (sentit muntanya),1,Trànsit,3,7,33,1,Espira,2.17056617665228,41.410725022038,430677.861,4584684.973
6013,SARDENYA - PARE LAÍNEZ  (sentit mar),1,Trànsit,2,7,33,1,Espira,2.16732803370528,41.407913402577,430404.221,4584375.426
6014,RONDA GUINARDÓ - CARTAGENA (Besòs),1,Trànsit,2,7,33,1,Espira,2.17243227868356,41.414869691888,430838.223,4585143.618
6015,RONDA GUINARDÓ - SANT QUINTÍ (Llobregat),1,Trànsit,2,7,35,1,Espira,2.17265757568452,41.415369266056,430857.582,4585198.901
6016,RONDA DEL MIG - SARDENYA (Besòs),1,Trànsit,3,7,33,1,Espira,2.16347756506333,41.4119881154064,430086.76,4584830.898
6017,RONDA DEL MIG - PL. ALFONS X EL SAVI (Llobregat),1,Trànsit,2,7,33,1,Espira,2.16353512531538,41.4120931847174,430091.683,4584842.516
6018,PG. MARAGALL - ESCORNALBOU (Sentit Eixample),1,Trànsit,3,9,63,2,Infraroig,2.18033774951808,41.4170757293736,431501.225,4585382.247
6019,PG. MARAGALL - ESCORNALBOU (Sentit Horta),1,Trànsit,3,9,63,2,Infraroig,2.18043457545689,41.4170241932517,431509.263,4585376.449
6022,CÒRSEGA - CARTAGENA  (sentit Llobregat),1,Trànsit,2,2,6,1,Espira,2.1760050615462,41.4090226084192,431130.636,4584491.634
6023,ROSSELLÓ - CASTILLEJOS (sentit Besòs),1,Trànsit,3,2,6,1,Espira,2.17812948884698,41.4089008487539,431308.068,4584476.43
6024,CAMÈLIES - CA L'ALEGRE DE DALT,1,Trànsit,2,6,30,1,Espira,2.15951705918456,41.4112805581794,429754.991,4584755.55
6025,SARDENYA - ROSSELLÓ  (sentit Besòs),1,Trànsit,2,2,6,1,Espira,2.17242685787606,41.4040466489192,430826.29,4583942.06
6026,PG. SANT JOAN - INDÚSTRIA (Baixada),1,Trànsit,3,6,32,1,Espira,2.16549561683824,41.4022539572222,430245.011,4583748.596
6029,CAMÈLIES - ABD EL-KADER  (sentit Besòs),1,Trànsit,2,7,33,1,Espira,2.16429547778027,41.4139083426613,430157.175,4585043.419
6030,SARDENYA - PL. SANLLEHY  (sentit mar),1,Trànsit,2,6,30,1,Espira,2.16156078355721,41.4132433960373,429927.911,4584971.807
6031,AV. MARE DE DÉU DE MONTSERRAT - FRANÇA  (sentit Llobregat),1,Trànsit,3,7,34,1,Espira,2.16381938849337,41.4145445416464,430118.068,4585114.434
6032,PI I MARAGALL - SARDENYA (sentit muntanya),1,Trànsit,2,7,33,1,Espira,2.16438678246778,41.4104912433933,430161.146,4584663.983
6033,PI I MARAGALL - RDA. GUINARDÓ (sentit mar),1,Trànsit,2,7,33,1,Espira,2.16431550408086,41.4105198426598,430155.219,4584667.216
7001,ESCÒCIA - MALGRAT,1,Trànsit,4,8,44,1,Espira,2.18042256762778,41.4286703635269,431520.497,4586669.405
7003,AV. MERIDIANA - CARDENAL TEDESCHINI (Sortida),1,Trànsit,4,9,61,1,Espira,2.18566528121516,41.4265046221932,431956.292,4586424.834
7004,MALLORCA - BISCAIA,1,Trànsit,4,10,65,1,Espira,2.18982242141438,41.4142885384999,432290.967,4585065.358
7005,AV. MERIDIANA - NAVAS DE TOLOSA (Entrada),1,Trànsit,3,9,63,1,Espira,2.18683771975941,41.4147497996919,432042.005,4585118.904
7006,SANT ANTONI MARIA CLARET - ESPRONCEDA  (sentit Llobregat),1,Trànsit,2,9,63,1,Espira,2.18530031005948,41.4193388069758,431918.311,4585629.579
